	A_rep1	A_rep2	A_rep3	B_rep1	B_rep2	B_rep3
EML1	137	119	179	998	971	1382
EML2	2304	2059	2974	1384	1366	2085
EML3	1892	1631	2379	4458	3955	5760
EML4	2363	2209	4037	1772	1742	2145
EML5	100	103	206	46	44	66
EML6	297	221	378	71	90	72
EMP1	4748	4377	8429	1970	1984	2445
EMP2	2432	2232	4035	1115	1053	1470
EMP3	616	452	790	6118	5528	7641
EMR2	353	294	502	85	86	136
EN1	5	4	4	3	3	9
ENAH	5564	5018	9269	4092	4001	4806
ENC1	3413	3149	5669	6774	6659	8550
ENDOD1	2566	2384	4224	1282	1347	1814
ENDOG	126	102	80	165	119	200
ENDOU	8	14	13	0	5	5
ENDOV	215	170	289	187	171	274
ENG	527	408	684	2453	2297	3255
ENGASE	754	669	1025	1062	1034	1553
ENHO	115	101	125	26	29	39
ENKD1	680	526	795	1189	1117	1702
ENKUR	17	14	28	759	709	912
ENO1	83574	72981	116160	100301	95556	132900
ENO1-AS1	1	3	6	10	5	5
ENO2	41	27	57	850	866	1133
ENO3	177	159	236	212	211	281
ENO4	46	36	62	42	48	55
ENOPH1	1545	1391	2518	1424	1397	1845
ENOSF1	1204	1090	2079	1070	1071	1412
ENOX1	55	37	80	88	73	105
ENOX2	864	806	1462	845	830	1081
ENPP1	10	7	10	19	19	24
ENPP3	4	5	7	0	3	2
ENPP4	7	3	3	6	10	3
ENSA	6720	6267	10804	5272	5405	6589
ENTHD2	907	732	1106	1151	1039	1548
ENTPD1	504	432	909	876	851	1028
ENTPD2	614	465	698	47	36	60
ENTPD3	228	215	376	13	16	14
ENTPD3-AS1	49	33	76	32	26	45
ENTPD4	2549	2486	4638	4529	4480	5643
ENTPD5	550	484	872	514	488	653
ENTPD6	3499	2937	4462	2672	2388	3300
ENTPD7	1221	1190	1803	1229	1195	1612
ENTPD8	42	31	46	1	0	1
ENY2	1323	1245	2485	2423	2362	2778
EOGT	1284	1244	2581	2723	2812	3447
EOMES	119	128	161	3	1	3
EP300	5670	4970	7918	5270	4820	7021
EP400	3116	2628	3977	3770	3467	5058
EP400NL	99	62	107	163	147	205
EPAS1	11665	10402	15446	19664	18429	26926
EPB41	1057	998	1696	910	732	998
EPB41L1	1163	1022	1630	1192	1123	1478
EPB41L2	2974	2677	4960	4717	4392	5689
EPB41L4A	4573	4234	7439	892	863	989
EPB41L4A-AS1	1662	1462	2278	1199	1147	1537
EPB41L4B	2404	2200	4186	639	627	742
EPB41L5	1375	1275	2404	1225	1203	1437
EPB49	779	613	873	258	242	298
EPC1	1582	1448	2590	1758	1569	2145
EPC2	1473	1372	2324	1497	1550	1952
EPCAM	343	340	660	11	6	16
EPG5	1652	1399	2458	2758	2667	3504
EPGN	896	873	1978	148	168	231
EPHA1	1296	1184	1766	109	127	197
EPHA1-AS1	23	32	50	9	7	12
EPHA2	12808	10604	15872	10773	9718	14712
EPHA3	25	29	37	2	0	4
EPHA4	9	8	13	23	19	15
EPHA5	0	1	5	10	7	14
EPHB1	1	1	1	10	7	11
EPHB2	5585	4642	6668	11799	10692	14769
EPHB3	1753	1366	2053	61	49	55
EPHB4	7640	6279	8822	5715	5256	7476
EPHB6	1934	1497	2198	13	15	15
EPHX1	3363	2956	4431	522	557	708
EPHX2	309	275	420	28	33	54
EPHX3	3	3	5	3	5	7
EPHX4	32	26	34	52	42	43
EPM2A	147	144	268	243	230	309
EPM2AIP1	1123	1088	2082	1893	1794	2163
EPN1	6279	5164	6478	7600	6598	10493
EPN2	2609	2308	3857	2168	2091	3004
EPN2-IT1	13	3	20	7	5	8
EPN3	2848	2414	3331	59	61	88
EPOR	152	126	218	156	154	219
EPPIN	0	2	0	0	0	0
EPPIN-WFDC6	0	0	0	0	0	0
EPPK1	3120	2476	3006	150	154	242
EPRS	7473	7367	13545	8744	8874	10804
EPS15	1621	1504	2917	1748	1780	1973
EPS15L1	1229	1088	1782	1249	1195	1685
EPS8	1667	1588	2732	671	578	764
EPS8L1	375	330	480	109	86	151
EPS8L2	7883	6471	9130	3946	3630	5579
EPSTI1	543	504	981	323	317	365
EPT1	2688	2557	5172	2282	2254	2725
EPX	7	8	18	8	8	11
ERAL1	2853	2469	3961	3269	3054	4316
ERAP1	3396	3106	5558	2862	2975	3630
ERAP2	8877	8303	17210	5807	5957	7346
ERBB2	4717	4033	6042	3237	3079	4500
ERBB2IP	4157	3994	7269	5443	5424	6106
ERBB3	1021	968	1809	61	75	87
ERBB4	3	3	9	6	3	6
ERC1	4813	4172	6905	4690	4398	6107
ERC2	2	0	0	2	2	2
ERCC1	2485	2153	3382	2714	2438	3394
ERCC2	861	675	1011	1679	1495	2303
ERCC3	2196	1994	3353	2986	2861	3950
ERCC4	591	546	887	858	843	1020
ERCC5	116	100	128	71	98	147
ERCC6	1241	1120	1750	1303	1252	1809
ERCC6L	959	902	1775	896	909	1108
ERCC6L2	364	354	590	337	362	516
ERCC8	485	517	1021	675	752	873
EREG	6298	6272	12202	857	913	1079
ERF	4140	3384	4641	5314	4570	7051
ERG	18	5	12	7	6	7
ERGIC1	16742	14204	21566	18401	17171	24702
ERGIC2	1676	1610	3078	2242	2147	2495
ERGIC3	12007	10339	16156	13499	13025	18309
ERH	3348	3087	5687	5087	5042	5603
ERI1	846	787	1467	1245	1284	1515
ERI2	836	870	1528	685	710	772
ERI3	3063	2750	4042	3692	3352	4472
ERICH1	811	692	1212	914	832	1187
ERLEC1	1482	1399	2622	3541	3593	4222
ERLIN1	3282	3040	5453	4210	4247	5375
ERLIN2	2468	2236	4250	1984	1989	2538
ERMAP	1061	998	1599	943	943	1287
ERMP1	4161	3759	6742	1157	1191	1505
ERN1	445	399	530	272	281	390
ERO1L	1893	1949	3899	3661	3611	4419
ERO1LB	247	209	430	336	325	356
ERP27	5	1	4	10	18	15
ERP29	5079	4511	7440	4504	4341	5889
ERP44	4827	4242	8195	5060	5067	6431
ERRFI1	19346	17661	32308	7235	7050	9530
ERV3-1	508	455	767	586	575	848
ERVK13-1	267	283	458	380	390	502
ERVMER34-1	580	471	908	297	287	385
ESAM	2	6	4	22	11	23
ESCO1	1048	1090	1905	924	1005	1181
ESCO2	742	727	1558	809	833	962
ESD	3371	3124	6262	4163	4258	5059
ESF1	1530	1488	2777	1800	1803	2038
ESM1	0	0	0	161	150	213
ESPL1	2020	1694	2894	1692	1549	2285
ESPN	153	122	111	8	3	3
ESR1	130	108	202	14	11	17
ESR2	13	14	14	15	21	10
ESRP1	6678	6074	11149	146	144	140
ESRP2	3676	3064	4945	142	147	219
ESRRA	5636	4823	6518	1940	1709	2664
ESYT1	6716	5917	9534	7366	7095	10171
ESYT2	4719	4371	7931	4283	4116	5647
ESYT3	81	75	115	34	38	68
ETAA1	1322	1242	2508	1442	1443	1645
ETF1	13943	13075	25007	11255	11318	13712
ETFA	4343	3886	7419	3687	3655	4548
ETFB	3704	3073	4597	3021	2819	4095
ETFDH	1504	1435	2520	428	467	601
ETHE1	2496	2090	3089	2249	2185	3146
ETNK1	548	528	1092	785	820	885
ETNK2	7860	6623	9835	688	636	904
ETS1	2348	2150	3864	14590	14207	17321
ETS2	21297	18622	32571	4903	4694	6120
ETV1	13	20	34	67	83	100
ETV2	71	56	61	47	49	57
ETV3	683	645	1009	615	574	799
ETV4	93	99	168	1439	1323	1839
ETV5	135	107	197	2218	2070	2796
ETV6	1192	1134	1967	1588	1509	1838
ETV7	93	69	107	2	3	3
EVA1A	28	11	20	773	669	918
EVA1B	436	297	416	854	665	1050
EVA1C	989	943	1463	261	270	350
EVC	1883	1545	2336	3745	3524	5136
EVC2	309	247	408	546	535	729
EVI2A	4	1	2	33	26	30
EVI2B	44	44	82	39	45	34
EVI5	581	578	1128	1012	1066	1193
EVI5L	2051	1642	2157	2668	2245	3443
EVL	959	822	1332	1663	1576	2161
EVPL	3192	2674	3766	833	687	1060
EVPLL	17	14	22	0	1	2
EWSR1	9385	7845	13755	12835	11725	16171
EXD1	3	3	15	4	1	2
EXD2	1522	1425	2394	828	787	1159
EXD3	77	54	66	78	76	166
EXO1	603	570	1108	1097	1116	1444
EXO5	329	265	528	531	537	739
EXOC1	3057	3004	5552	2621	2699	3173
EXOC2	1736	1665	2848	2637	2640	3450
EXOC3	3240	2778	4180	2409	2212	3272
EXOC3L1	60	44	77	90	77	111
EXOC3L2	10	11	6	24	32	47
EXOC3L4	1	0	0	2	1	1
EXOC4	4810	4440	7263	3838	3744	5206
EXOC5	2179	2174	4100	2978	3179	3593
EXOC6	354	325	641	105	108	142
EXOC6B	1375	1354	2049	666	768	917
EXOC7	3230	2706	4124	4572	4218	6090
EXOC8	888	814	1444	910	970	1260
EXOG	351	292	533	547	554	658
EXOSC1	842	750	1392	1136	1097	1447
EXOSC10	4494	3913	6948	5930	5534	7564
EXOSC2	1727	1511	2866	2055	1967	2518
EXOSC3	1401	1370	2284	1750	1689	2297
EXOSC4	1159	1000	1245	858	800	1250
EXOSC5	998	819	1149	652	670	985
EXOSC6	973	786	1245	844	715	973
EXOSC7	1149	1126	1792	1343	1223	1659
EXOSC8	840	828	1717	1276	1309	1575
EXOSC9	1018	999	1889	2124	2126	2492
EXPH5	539	497	935	102	92	118
EXT1	4787	4206	6967	5423	5322	7076
EXT2	3540	3017	5257	9442	9176	12304
EXTL1	1	2	3	4	2	8
EXTL2	1063	991	1925	1352	1343	1441
EXTL3	4018	3476	5360	5266	5135	7056
EYA1	607	551	999	157	136	181
EYA2	3804	3202	5067	1424	1334	1797
EYA3	1192	1109	1944	1232	1248	1592
EYA4	1443	1464	2465	720	706	868
EYS	46	46	114	71	78	106
EZH1	1000	872	1572	1575	1452	2046
EZH2	1885	1544	3017	1934	1877	2341
EZR	14494	12574	20963	7917	7520	10053
F11R	11801	10577	17401	5087	4662	6830
F12	671	498	593	344	264	464
F2	2	2	4	9	8	8
F2R	1017	914	1726	3340	3264	4123
F2RL1	1877	1797	3418	6409	6256	8051
F2RL2	7	3	12	21	24	22
F2RL3	1	0	1	70	81	100
F3	13630	12953	26541	20053	19819	24931
F8	265	299	452	194	256	287
F8A1	69	67	99	118	100	110
FA2H	40	42	46	0	1	0
FAAH	560	414	670	221	210	321
FAAH2	267	227	386	48	52	73
FABP3	59	49	84	124	112	153
FABP4	2	1	3	30	36	69
FABP5	146	116	235	77	64	93
FABP6	286	278	374	29	21	25
FADD	1197	1121	1634	2303	2178	3085
FADS1	3164	2672	5748	16411	16155	20881
FADS2	4865	4051	7044	20691	18964	26121
FADS3	1661	1459	2121	9325	8310	12669
FAF1	2453	2326	3938	2242	2211	2912
FAF2	6712	6038	10867	9440	9467	11939
FAH	993	908	1411	431	429	677
FAHD1	1710	1589	2800	1485	1460	1886
FAHD2A	491	400	674	578	596	872
FAHD2B	183	170	308	207	184	297
FAHD2CP	14	12	16	22	15	24
FAIM	483	463	870	601	532	734
FAIM3	106	86	180	163	155	216
FAM101B	16	10	14	507	459	664
FAM102A	1618	1252	2015	424	443	626
FAM102B	235	195	368	565	594	696
FAM103A1	77	68	142	82	79	105
FAM104A	1368	1224	2074	1470	1460	1869
FAM104B	443	484	893	368	419	490
FAM105A	214	212	444	179	146	184
FAM105B	2149	2017	3517	1989	1966	2507
FAM107B	1103	994	1960	693	711	824
FAM108A1	805	616	770	1010	769	1286
FAM108B1	546	462	892	601	575	732
FAM108C1	3002	2753	4552	281	286	390
FAM109A	430	356	523	748	641	916
FAM109B	4	4	1	8	12	15
FAM110A	2848	2445	3063	902	763	1165
FAM110B	14	14	16	22	18	39
FAM110C	1705	1626	2730	195	173	243
FAM110D	1	0	0	5	3	6
FAM111A	2948	2693	5646	3293	3284	3833
FAM111B	659	619	1213	1652	1722	2024
FAM114A1	549	526	981	4294	4275	5455
FAM114A2	1275	1206	2177	1351	1347	1654
FAM115A	685	603	1091	877	906	1127
FAM115C	63	77	146	110	81	131
FAM117A	469	393	644	347	325	433
FAM117B	289	279	536	306	266	307
FAM118A	700	606	1114	832	858	1073
FAM118B	433	369	713	811	795	901
FAM120A	12185	11097	18994	12247	11941	15546
FAM120AOS	1428	1364	2521	1576	1546	1824
FAM120B	2092	1932	3077	2571	2532	3528
FAM120C	505	378	716	500	440	580
FAM122A	1018	883	1509	1503	1380	1809
FAM122B	2151	1927	3791	1895	1812	2186
FAM122C	87	74	160	76	79	114
FAM124A	9	9	19	17	16	19
FAM126A	2290	2239	4010	3541	3532	4272
FAM126B	817	759	1457	738	735	911
FAM127A	2117	1667	2318	4260	3802	5566
FAM127B	1949	1635	2232	2257	2030	2878
FAM127C	130	132	160	357	361	459
FAM129A	292	234	504	223	193	237
FAM129B	13995	11712	16259	30823	27787	41763
FAM129C	1	0	6	5	5	4
FAM131A	388	314	480	585	510	763
FAM131B	85	73	99	128	138	178
FAM131C	16	12	12	6	12	14
FAM132A	4	9	8	14	16	35
FAM133B	11	10	24	17	12	19
FAM133CP	24	13	41	40	30	31
FAM134A	4204	3603	5647	3968	3805	5085
FAM134B	780	758	1368	430	466	570
FAM134C	1517	1333	2188	1670	1535	1901
FAM135A	1202	1163	2277	724	735	785
FAM136A	1333	1250	2321	1605	1669	2096
FAM13A	477	475	816	257	285	365
FAM13A-AS1	30	48	91	141	163	219
FAM13B	1729	1587	2845	1484	1545	1731
FAM149A	39	28	79	57	51	57
FAM149B1	709	657	1149	805	743	910
FAM151A	55	47	86	30	22	49
FAM151B	47	38	55	24	25	31
FAM154B	81	87	145	86	108	106
FAM155B	90	56	97	67	64	72
FAM156A	9	6	15	12	12	28
FAM157A	20	18	26	25	13	32
FAM159A	4	1	4	8	10	14
FAM160A1	676	600	875	163	143	209
FAM160A2	1217	1080	1755	1258	1177	1767
FAM160B1	822	809	1527	1498	1491	1758
FAM160B2	2616	2244	3276	3795	3346	5140
FAM161A	219	210	453	258	244	281
FAM161B	237	181	368	396	353	467
FAM162A	2459	2245	4221	748	728	891
FAM166B	11	11	11	20	19	33
FAM167A	22	24	50	701	674	902
FAM167B	3	4	7	20	21	41
FAM168A	975	841	1195	1029	1007	1392
FAM168B	6202	5485	9343	7817	7493	9923
FAM169A	496	529	1014	402	333	464
FAM169B	0	0	0	18	18	11
FAM171A1	228	210	302	1110	1090	1517
FAM171A2	70	60	81	302	235	392
FAM171B	46	67	99	123	117	141
FAM172A	1188	1205	2218	1106	1143	1248
FAM172BP	24	16	45	47	55	52
FAM173A	361	287	299	567	467	731
FAM173B	770	711	1401	809	779	977
FAM174A	1204	1146	1822	733	734	1099
FAM174B	9	2	19	11	12	13
FAM175A	256	234	533	217	206	231
FAM175B	1302	1216	2072	1562	1557	1934
FAM177A1	1485	1385	2763	2838	2730	3487
FAM178A	995	913	1768	1613	1638	1975
FAM179A	1	7	2	9	9	12
FAM179B	498	525	966	713	754	993
FAM180A	0	0	0	11	9	16
FAM181B	8	8	5	1	1	2
FAM182B	3	1	3	11	10	16
FAM183A	21	17	35	24	20	12
FAM183B	5	9	18	7	11	16
FAM184A	10	8	14	4	1	4
FAM184B	57	41	120	77	62	78
FAM185A	265	261	470	112	121	151
FAM186B	31	26	37	36	33	43
FAM188A	852	900	1496	927	907	1122
FAM189A1	0	1	2	5	4	6
FAM189A2	284	230	371	35	32	49
FAM189B	2526	1975	2936	2025	1713	2565
FAM192A	3859	3415	6066	4167	3798	4781
FAM193A	1570	1327	2173	1524	1450	2050
FAM193B	1608	1326	2157	3050	2664	4016
FAM194A	9	6	12	13	11	8
FAM195A	911	787	964	283	241	313
FAM195B	978	866	1142	2449	2151	2983
FAM196A	7	4	5	4	6	4
FAM196B	1	1	0	310	352	467
FAM198B	166	158	293	69	49	70
FAM199X	1809	1770	3031	2585	2558	3165
FAM19A2	3	5	6	3	3	10
FAM200A	382	382	745	507	481	666
FAM200B	1149	1058	2175	1490	1552	1879
FAM201A	463	366	548	459	366	479
FAM203A	8	16	17	15	17	25
FAM204A	952	945	1784	1150	1113	1326
FAM205A	2	2	4	3	3	5
FAM205B	2	0	0	4	2	3
FAM206A	1602	1656	3103	1702	1762	2127
FAM207A	322	275	349	503	468	624
FAM208A	3327	3309	5848	3291	3307	3806
FAM208B	3841	3613	6353	4049	4151	5349
FAM209B	1	4	5	13	13	19
FAM20A	2	4	7	6	5	7
FAM20B	1981	1761	3345	2512	2520	3103
FAM20C	93	101	118	952	857	1344
FAM210A	769	784	1437	827	849	1046
FAM210B	3431	3216	6462	5924	5661	7339
FAM211A	12	10	18	30	27	37
FAM211B	60	49	85	153	139	207
FAM212A	327	255	373	231	223	339
FAM212B	487	404	678	361	320	469
FAM213A	2570	2454	4975	210	242	278
FAM213B	824	681	1013	1474	1347	1865
FAM214A	2039	1885	3577	1076	1081	1311
FAM214B	3641	3096	4482	10005	9355	13454
FAM216A	511	497	930	708	694	882
FAM217B	421	427	1030	619	635	710
FAM219A	935	811	1388	2696	2455	3473
FAM219B	1277	1180	2017	2090	2032	2928
FAM21A	80	55	70	93	70	121
FAM21C	500	402	753	560	501	766
FAM220A	576	504	892	724	674	969
FAM221A	29	32	68	20	20	35
FAM222A	42	17	32	45	36	35
FAM222B	1298	1122	1783	1715	1606	2295
FAM225A	19	15	29	65	57	71
FAM225B	3	2	1	8	11	14
FAM227A	122	118	198	299	257	377
FAM227B	87	89	175	45	68	81
FAM228A	0	0	0	6	10	4
FAM228B	52	46	99	251	225	286
FAM229A	40	30	34	71	41	84
FAM229B	377	334	555	395	406	454
FAM22A	22	20	35	26	28	46
FAM22D	57	46	66	40	37	41
FAM22F	3	6	3	8	6	12
FAM22G	46	34	55	56	70	115
FAM24B	49	66	79	133	100	142
FAM25A	11	13	25	1	0	0
FAM26E	3	2	4	29	30	41
FAM26F	0	3	5	8	5	11
FAM27A	2	0	1	1	4	4
FAM32A	4201	3589	5789	4846	4486	6331
FAM35A	1315	1223	2453	1278	1286	1498
FAM35DP	8	16	35	49	59	68
FAM3A	1825	1465	2043	2066	1860	2737
FAM3C	444	461	846	754	757	842
FAM3D	6	13	18	0	0	1
FAM43A	1568	1369	1524	2591	2184	3164
FAM43B	0	0	1	58	48	67
FAM45B	485	456	804	747	757	1037
FAM46A	390	356	673	103	107	117
FAM46B	1686	1330	2077	1005	911	1354
FAM46C	36	38	62	14	16	11
FAM47E	18	11	25	11	16	10
FAM49A	305	289	519	243	235	278
FAM49B	2655	2460	4714	2655	2591	3133
FAM50A	1688	1505	2361	5349	4786	6884
FAM50B	346	352	421	275	214	376
FAM53A	54	64	71	127	119	173
FAM53B	2698	2384	3450	1188	1091	1452
FAM53C	4563	3949	6335	4759	4526	6349
FAM57A	1352	1080	1819	1266	1217	1695
FAM57B	19	13	12	24	19	22
FAM58A	489	465	703	989	875	1310
FAM60A	1859	1765	3348	1145	1186	1341
FAM63A	575	492	761	284	257	385
FAM63B	537	464	931	262	264	390
FAM64A	1826	1561	2534	1501	1416	1979
FAM65A	1103	887	1453	6449	5961	8290
FAM65B	13	16	26	6	10	12
FAM65C	28	26	26	52	50	70
FAM66C	2	4	5	7	6	12
FAM66D	4	4	7	9	7	9
FAM69A	742	789	1401	937	996	1181
FAM69B	62	45	57	45	40	55
FAM71E1	33	29	50	15	11	13
FAM71F2	32	43	73	31	45	65
FAM72A	260	221	480	84	84	112
FAM72B	281	284	633	122	129	176
FAM72D	201	149	351	77	65	102
FAM73A	588	618	1449	887	905	1106
FAM73B	2502	1984	3151	2513	2299	3338
FAM76A	267	255	555	405	395	451
FAM76B	806	853	1500	1045	1066	1184
FAM78A	56	43	71	86	76	125
FAM78B	1	1	7	10	17	15
FAM81A	150	163	308	66	65	60
FAM81B	5	1	13	17	13	19
FAM83A	2321	1879	3118	8943	8205	12098
FAM83B	3484	3442	6270	198	196	248
FAM83C	6	5	5	2	3	1
FAM83D	6099	5479	8590	2271	2224	3072
FAM83E	94	77	118	3	2	9
FAM83F	1042	855	1194	187	180	273
FAM83G	5097	4126	5120	5057	4566	7263
FAM83H	13361	10731	13801	8845	7458	11601
FAM84A	463	429	603	90	111	126
FAM84B	1149	1098	1996	154	147	189
FAM86A	149	96	174	204	202	248
FAM86B1	52	34	71	28	39	44
FAM86B3P	32	28	49	20	8	9
FAM86C1	163	161	251	174	177	231
FAM86C2P	76	61	129	55	46	55
FAM86DP	169	139	230	372	367	475
FAM86EP	54	60	67	51	43	75
FAM86FP	8	7	9	12	8	14
FAM86HP	45	34	67	76	71	96
FAM86JP	73	61	101	67	75	94
FAM89A	136	110	183	156	187	191
FAM89B	1613	1348	1950	1919	1858	2591
FAM8A1	1220	1122	2173	713	652	872
FAM91A1	1938	2074	3829	2027	1982	2274
FAM91A2	18	17	33	30	20	19
FAM92A1	268	213	476	541	561	672
FAM92A1P2	4	4	9	8	6	9
FAM96A	1910	1878	3526	2027	1965	2271
FAM96B	2396	2111	2958	2256	2069	3178
FAM98A	1682	1681	3011	3084	3100	3946
FAM98B	1200	1104	2130	1330	1373	1770
FAM98C	398	325	519	333	251	377
FAN1	1151	1020	1774	1639	1582	2128
FANCA	724	608	1064	1220	1176	1623
FANCB	134	106	215	225	222	231
FANCC	1034	848	1596	1316	1299	1722
FANCD2	1496	1433	2774	1307	1318	1692
FANCE	1443	1315	2141	586	575	763
FANCF	483	474	759	515	518	703
FANCG	2470	2077	3437	3066	3038	4082
FANCI	3253	3041	5452	3626	3709	4585
FANCL	415	441	779	502	569	639
FANCM	479	515	851	506	483	579
FANK1	137	128	249	216	184	268
FAP	0	1	1	124	132	144
FAR1	3702	3660	6869	4704	4704	5494
FAR2	90	88	188	249	278	346
FARP1	1112	1026	1611	4024	3830	5394
FARP2	913	794	1219	731	639	965
FARS2	1036	914	1461	742	702	876
FARSA	3912	3146	4740	4184	3706	5615
FARSB	2524	2485	4414	2394	2357	2864
FAS	1446	1364	2553	1136	1207	1493
FAS-AS1	6	8	18	3	6	3
FASN	19275	15439	22275	28670	25126	39915
FASTK	2962	2377	3562	3304	3056	4436
FASTKD1	1997	1911	3675	1190	1168	1476
FASTKD2	1614	1523	2945	1853	1954	2350
FASTKD3	608	563	943	782	792	974
FASTKD5	2056	1854	3309	1720	1804	2363
FAT1	10698	9866	16221	32313	31326	43630
FAT2	55891	48755	73271	2558	2351	3797
FAT3	2	3	11	86	70	96
FAT4	247	224	423	749	818	995
FAU	14883	12145	17816	15920	14818	20562
FAXC	150	127	253	328	316	398
FBF1	783	622	981	748	675	1033
FBL	7228	6098	10480	6813	6608	9047
FBLIM1	5454	4531	6866	15764	14455	20699
FBLN1	3330	2778	4028	1775	1610	2476
FBLN2	648	579	876	1238	1028	1657
FBLN5	76	53	97	3849	3660	4899
FBLN7	8	2	7	181	174	239
FBN1	452	417	632	4821	4600	6140
FBN2	812	729	1458	8996	8657	11755
FBRS	2824	2376	3301	3098	2820	4012
FBRSL1	960	839	1035	873	721	1174
FBXL12	726	665	1010	1026	973	1450
FBXL13	20	24	45	17	24	21
FBXL14	675	608	668	480	376	602
FBXL15	705	573	691	627	502	731
FBXL16	378	303	384	41	38	60
FBXL17	1433	1460	2372	1267	1308	1554
FBXL18	2037	1716	2358	2385	2104	3297
FBXL19	1554	1222	1585	1694	1469	2090
FBXL19-AS1	272	232	440	201	223	283
FBXL2	220	238	481	668	653	905
FBXL20	678	632	1145	765	730	876
FBXL22	18	11	34	17	15	22
FBXL3	1650	1468	2751	1735	1785	1965
FBXL4	476	448	725	502	503	618
FBXL5	1958	1902	3565	2421	2385	2877
FBXL6	819	609	999	1217	1080	1571
FBXL7	149	129	200	716	678	887
FBXL8	179	138	185	270	226	347
FBXO10	337	265	490	912	846	1228
FBXO11	2190	2098	4002	2812	2727	3366
FBXO15	14	10	20	7	1	4
FBXO16	221	219	350	126	92	143
FBXO17	428	352	553	1080	956	1413
FBXO18	3373	3059	4896	3202	3085	4340
FBXO2	795	637	857	670	582	964
FBXO21	2055	1871	2943	1646	1560	2162
FBXO22	708	660	1068	852	877	1131
FBXO24	16	12	28	17	11	10
FBXO25	1071	1062	1768	475	452	596
FBXO27	83	70	119	30	44	32
FBXO28	2236	2201	3866	2512	2612	3111
FBXO3	1256	1178	2162	1439	1370	1664
FBXO30	992	978	1789	1862	1932	2472
FBXO31	1214	927	1383	1311	1174	1815
FBXO32	1330	1263	2270	1001	952	1218
FBXO33	963	955	1610	831	867	1106
FBXO34	1151	1042	1723	1098	1004	1300
FBXO36	90	93	179	184	181	271
FBXO38	2463	2225	3958	3351	3302	4154
FBXO39	79	60	99	166	153	210
FBXO4	395	410	665	495	426	519
FBXO40	8	10	15	44	35	38
FBXO41	493	421	681	974	940	1244
FBXO42	874	780	1246	1146	1042	1525
FBXO43	28	30	72	73	92	112
FBXO44	1068	878	1412	1014	987	1436
FBXO45	1589	1595	2775	1628	1582	1888
FBXO46	1099	930	1233	645	540	880
FBXO48	89	87	136	53	75	84
FBXO5	845	891	1553	1816	1740	2053
FBXO6	157	124	198	229	227	364
FBXO7	4072	3782	6211	4565	4343	5607
FBXO8	723	746	1287	668	685	841
FBXO9	2169	1850	3439	1843	1753	2219
FBXW10	13	3	17	4	1	6
FBXW11	2743	2574	4434	3991	4054	5163
FBXW2	5227	4844	9062	4605	4679	5925
FBXW4	1060	940	1428	1306	1219	1782
FBXW4P1	78	69	95	108	81	111
FBXW5	5775	4726	5944	7301	6375	10104
FBXW7	2444	2311	4101	1089	1083	1239
FBXW8	678	625	923	1098	1063	1472
FBXW9	742	606	880	681	603	916
FCAR	0	0	0	8	6	11
FCER1G	25	17	34	85	78	84
FCF1	1848	1672	3279	2604	2391	2942
FCGBP	219	142	241	52	45	80
FCGR2A	4	8	5	2	4	0
FCGRT	20	12	28	78	70	114
FCHO1	22	15	28	21	21	37
FCHO2	1166	1253	2352	1583	1614	1917
FCHSD1	952	811	1374	1482	1496	2189
FCHSD2	723	700	1160	1186	1139	1380
FCRL6	1	0	0	16	14	22
FCRLA	0	3	1	37	32	44
FCRLB	36	35	61	45	39	58
FDCSP	0	0	0	3	6	6
FDFT1	9950	9006	16201	25311	24740	31004
FDPS	5429	4570	8790	10194	9696	13000
FDPSL2A	2	4	4	2	0	0
FDX1	541	493	922	492	464	601
FDX1L	406	310	484	738	725	1057
FDXACB1	106	118	176	103	111	166
FDXR	1831	1465	2110	272	284	378
FECH	1464	1233	2165	1000	1021	1323
FEM1A	2987	2421	3391	1744	1643	2277
FEM1B	2724	2557	3895	1508	1427	2036
FEM1C	1207	1127	2186	2279	2255	2540
FEN1	2634	2360	3742	5606	5382	7386
FER	685	658	1066	586	626	798
FER1L6	0	2	1	3	5	6
FERMT1	5407	4996	8301	11309	10987	14905
FERMT2	1809	1685	2932	8084	7833	9696
FERMT3	41	20	49	55	41	65
FES	8	9	12	17	12	22
FETUB	8	7	9	0	0	0
FEZ1	996	851	1390	2476	2276	3246
FEZ2	1346	1305	2412	2432	2326	2753
FFAR2	0	1	1	0	0	0
FGD1	751	617	905	1250	1133	1597
FGD2	21	19	41	1	0	0
FGD3	40	39	58	4	2	2
FGD4	1308	1287	2715	1359	1310	1646
FGD5-AS1	4666	4400	8166	9038	8884	11339
FGD6	2139	1992	3939	2352	2330	2957
FGF1	20	31	46	43	31	41
FGF11	80	47	105	120	86	142
FGF12	2	3	5	9	8	6
FGF13	1	0	3	128	110	151
FGF14-AS2	9	7	14	17	14	12
FGF18	8	7	4	20	25	31
FGF2	17	14	29	1335	1301	1425
FGF5	7	8	9	140	159	156
FGF7	4	4	4	6	12	14
FGF9	2	1	2	7	5	13
FGFBP1	8393	7811	14376	82	70	81
FGFBP3	34	38	62	42	34	62
FGFR1	280	248	438	850	761	1160
FGFR1OP	556	536	911	752	713	908
FGFR1OP2	912	871	1549	1171	1121	1419
FGFR2	1431	1316	2303	187	202	271
FGFR3	20181	16500	22924	520	420	690
FGFR4	847	644	905	76	58	100
FGFRL1	2257	1882	2266	3385	2962	4827
